year,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,country
2014,608,3,1,120,1829,1,0,0,4,123,0,59,0,17,98028,0
2014,638,2,1,155,1000,2,0,0,4,159,0,45,0,35,98126,0
2014,779,4,1,75,442,1,0,0,3,79,0,0,49,35,98103,0
2014,714,4,2,307,1569,2,0,0,3,307,0,104,47,21,98038,0
2014,1363,3,1,130,50,2,0,0,3,134,0,15,0,35,98109,0
2014,407,3,2,104,2745,1,0,0,2,70,26,87,0,1,98092,0
2014,866,4,2,313,1374,1,0,4,4,117,148,70,0,35,98117,0
2014,435,6,3,175,1174,1,0,0,4,177,0,66,0,32,98056,0
2014,277,2,1,26,1555,1,0,0,4,27,0,53,27,36,98133,0
2014,750,2,1,89,487,2,0,0,3,92,0,48,38,35,98105,0
2014,366,3,1,211,1343,1,0,0,4,58,115,67,0,32,98059,0
2014,943,3,1,127,651,2,0,0,3,130,0,41,53,35,98126,0
2014,1505,4,2,280,2347,1,0,2,4,157,98,26,37,35,98144,0
2014,1558,6,3,317,363,2,0,0,4,218,75,19,29,35,98103,0
2014,1245,4,1,147,496,1,0,0,3,151,0,21,44,35,98103,0
2014,407,2,1,26,1120,1,0,0,3,27,0,55,28,31,98052,0
2014,388,3,1,61,1276,1,0,0,3,64,0,18,0,35,98106,0
2014,138,3,1,142,1902,1,0,0,3,63,61,67,55,14,98003,0
2014,330,3,2,207,636,2,0,0,3,206,0,102,0,9,98042,0
2014,118,4,1,219,2718,1,0,0,3,76,109,50,49,34,98198,0
2014,253,4,2,189,1058,2,0,0,3,190,0,89,0,14,98023,0
2014,1242,4,2,283,1400,2,0,0,3,282,0,106,0,35,98125,0
2014,866,4,3,483,2506,1,0,0,3,272,185,62,38,22,98039,0
2014,364,3,1,38,1419,1,0,0,4,22,16,50,27,36,98177,0
2014,1310,3,2,301,2055,2,0,2,3,300,0,92,0,3,98008,0
2014,1553,3,2,249,1108,2,0,1,5,248,0,39,0,35,98115,0
2014,1009,3,2,337,3031,1,0,0,4,337,0,87,0,32,98055,0
2014,604,3,2,150,487,2,0,0,3,154,0,103,0,38,98065,0
2014,899,5,3,354,2887,2,0,0,3,353,0,89,0,32,98059,0
2014,725,3,1,74,589,1,0,0,5,78,0,6,0,35,98108,0
2014,513,4,2,224,1116,2,0,0,4,223,0,99,0,21,98038,0
2014,1121,3,2,262,1689,2,0,0,3,261,0,104,47,31,98053,0
2014,1335,4,2,274,2205,1,0,0,4,162,85,76,36,31,98052,0
2014,215,4,1,267,979,1,0,0,4,125,109,61,45,18,98032,0
2014,584,2,1,67,487,1,0,0,3,72,0,47,56,35,98199,0
2014,836,4,1,142,1354,1,0,0,4,72,54,50,27,35,98133,0
2014,17,3,1,66,1827,1,0,0,4,70,0,69,0,14,98023,0
2014,866,3,1,378,1674,1,0,2,5,171,162,57,0,35,98105,0
2014,455,3,1,72,2884,1,0,0,4,76,0,59,0,16,98027,0
2014,1119,3,2,150,520,2,0,0,3,154,0,92,0,35,98122,0
2014,496,3,1,80,2106,1,0,0,4,84,0,54,23,3,98006,0
2014,1085,5,2,318,2246,2,0,0,3,317,0,77,48,33,98074,0
2014,468,3,1,55,1928,1,0,0,4,58,0,67,0,17,98028,0
2014,574,4,1,134,2018,2,0,0,4,138,0,22,0,36,98133,0
2014,366,6,5,314,846,2,0,0,3,314,0,78,0,1,98002,0
2014,91,1,1,29,53,1,0,0,3,24,3,107,0,35,98126,0
2014,910,3,2,195,1463,1,0,0,3,54,109,63,52,3,98008,0
2014,432,4,2,174,1845,1,0,0,4,75,75,59,0,19,98034,0
2014,451,3,2,218,684,2,0,0,3,217,0,104,47,21,98038,0
2014,447,4,2,135,1080,1,0,0,3,33,82,47,55,35,98106,0
2014,884,4,1,207,558,1,0,0,4,85,89,25,15,35,98136,0
2014,114,4,2,150,912,1,0,0,3,154,0,78,0,1,98002,0
2014,709,4,1,181,1113,1,0,0,4,48,106,41,42,35,98133,0
2014,249,3,1,91,1609,1,0,0,4,94,0,57,45,32,98056,0
2014,1446,4,2,389,2357,1,0,4,4,172,171,38,0,35,98146,0
2014,498,5,3,307,732,2,0,0,3,307,0,3,49,35,98122,0
2014,633,3,1,58,332,1,0,0,4,61,0,20,0,35,98115,0
2014,1125,4,2,394,1435,2,0,0,3,391,0,107,0,38,98065,0
2014,743,3,2,193,3073,2,0,0,3,126,54,103,0,11,98019,0
2014,596,3,1,149,166,2,0,0,3,104,32,108,0,35,98108,0
2014,750,3,1,84,161,3,0,0,3,88,0,107,0,35,98115,0
2014,690,3,2,185,281,2,0,0,3,151,30,108,0,35,98108,0
2014,1430,4,2,349,1455,2,0,0,3,349,0,114,0,19,98033,0
2014,901,3,2,75,84,3,0,0,3,79,0,108,0,35,98103,0
2014,1489,4,3,345,723,2,0,0,3,261,69,108,0,35,98115,0
2014,922,4,2,287,1636,2,0,0,3,286,0,106,0,32,98059,0
2014,1341,3,2,141,86,3,0,0,3,145,0,114,0,35,98112,0
2014,454,4,2,237,426,2,0,0,3,236,0,113,3,1,98001,0
2014,675,3,2,165,359,2,0,0,3,168,0,114,0,38,98065,0
2014,874,5,3,483,335,3,0,2,3,362,127,113,3,35,98119,0
2014,374,2,2,134,304,2,0,0,3,81,38,109,0,35,98106,0
2014,1353,4,3,340,632,2,0,0,3,219,95,109,0,16,98027,0
2014,188,2,1,92,1174,1,0,0,3,95,0,93,0,34,98188,0
2014,432,3,1,47,1075,1,0,0,4,50,0,47,32,35,98133,0
2014,966,4,2,177,867,2,0,0,3,179,0,94,0,16,98029,0
2014,1265,3,2,195,70,3,0,3,3,196,0,100,0,35,98103,0
2014,578,3,1,191,1772,1,0,0,4,192,0,61,45,19,98033,0
2014,84,2,1,62,1303,1,0,0,3,65,0,80,0,10,98198,0
2014,707,1,1,43,2867,1,0,0,5,47,0,45,0,7,98014,0
2014,1387,4,2,387,1820,2,0,0,3,385,0,98,50,31,98074,0
2014,1544,2,1,176,1780,2,0,0,3,178,0,87,44,3,98004,0
2014,99,4,2,197,1465,2,0,0,3,198,0,50,49,35,98178,0
2014,92,3,1,99,1235,1,0,0,3,50,40,81,57,9,98042,0
2014,866,4,3,407,870,2,0,0,3,372,31,9,39,35,98112,0
2014,327,3,2,174,370,2,0,0,3,176,0,97,0,32,98056,0
2014,756,4,2,205,2193,1,0,0,4,81,91,79,0,33,98074,0
2014,1118,4,2,258,2406,2,0,0,4,257,0,88,0,25,98059,0
2014,1138,4,2,299,950,1,0,0,4,125,133,48,0,35,98118,0
2014,118,3,1,80,672,1,0,0,4,84,0,16,0,35,98118,0
2014,919,3,2,177,1304,2,0,0,3,179,0,90,53,19,98033,0
2014,1031,3,2,272,929,2,0,0,3,271,0,99,0,19,98034,0
2014,943,3,2,208,1990,2,0,0,3,126,64,98,50,39,98068,0
2014,836,4,2,164,270,1,0,2,4,34,104,9,33,35,98103,0
2014,215,3,2,70,1202,1,0,0,3,75,0,84,0,1,98001,0
2014,139,3,1,55,1706,1,0,2,5,58,0,56,0,12,98022,0
2014,160,5,2,180,935,1,0,0,3,182,0,41,16,35,98146,0
2014,610,3,2,127,1401,1,0,0,3,68,44,61,48,5,98011,0
2014,1455,5,3,316,2362,1,0,2,4,187,99,73,0,23,98040,0
2014,563,3,2,215,1271,2,0,0,3,214,0,88,44,33,98074,0
2014,213,2,1,66,810,1,0,0,3,70,0,47,56,35,98106,0
2014,513,3,1,45,1359,1,0,0,5,49,0,69,0,19,98034,0
2014,68,3,1,78,2291,1,0,0,4,82,0,62,0,1,98001,0
2014,284,3,1,101,2073,1,0,0,3,36,58,57,44,35,98106,0
2014,887,3,3,248,967,2,0,3,3,150,76,97,0,35,98118,0
2014,866,3,3,410,1174,2,0,0,3,405,0,107,0,19,98033,0
2014,982,5,3,333,3086,1,0,0,5,194,109,31,0,16,98027,0
2014,455,3,1,81,1706,1,0,0,3,85,0,69,54,42,98077,0
2014,1517,4,2,235,935,2,0,0,4,217,10,26,37,35,98115,0
2014,361,2,1,26,756,1,0,0,4,27,0,25,15,35,98118,0
2014,363,3,2,295,907,2,0,0,3,294,0,102,0,1,98092,0
2014,1232,4,2,273,1610,1,0,0,3,154,90,72,46,19,98033,0
2014,92,2,1,58,469,1,0,0,4,61,0,72,0,10,98198,0
2014,660,3,1,261,1822,1,0,1,4,134,98,62,0,10,98198,0
2014,539,2,0,32,1337,1,0,2,5,6,31,9,32,35,98108,0
2014,241,3,2,189,1678,1,0,0,3,134,44,69,54,18,98042,0
2014,460,3,2,165,2016,2,0,0,3,168,0,95,0,21,98038,0
2014,1504,5,4,510,2813,2,0,0,3,489,0,77,48,3,98005,0
2014,134,3,1,51,1379,1,0,0,3,54,0,56,45,35,98106,0
2014,722,3,2,253,2922,2,0,0,3,175,61,85,0,16,98027,0
2014,1068,4,2,320,864,2,0,2,3,319,0,98,50,38,98065,0
2014,237,3,1,55,1688,1,0,0,3,58,0,73,57,32,98058,0
2014,1195,4,2,242,1011,1,0,2,3,138,80,64,44,36,98177,0
2014,494,4,2,165,802,1,0,0,3,57,80,102,0,32,98055,0
2014,779,4,2,145,941,1,0,0,3,35,86,45,54,35,98126,0
2014,977,3,1,89,2960,1,0,0,3,92,0,83,53,31,98053,0
2014,202,3,1,162,2659,1,0,0,3,166,0,53,0,35,98168,0
2014,964,2,1,52,671,1,0,0,3,42,9,39,16,35,98103,0
2014,1500,4,3,304,795,1,0,3,3,69,170,63,57,36,98177,0
2014,725,3,1,67,337,1,0,0,5,72,0,6,0,35,98103,0
2014,934,4,2,364,2136,2,0,0,3,363,0,92,0,17,98028,0
2014,1255,4,2,378,3070,2,0,0,3,376,0,101,0,30,98051,0
2014,774,2,1,74,487,1,0,0,3,60,11,40,40,35,98126,0
2014,139,4,2,216,1423,2,0,0,3,215,0,93,0,28,98047,0
2014,943,3,1,114,487,1,0,1,4,46,54,48,0,35,98118,0
2014,866,4,2,359,419,2,0,0,3,202,127,108,0,35,98109,0
2014,977,3,2,117,209,2,0,0,3,52,50,107,0,35,98115,0
2014,1090,4,2,245,754,2,0,0,3,244,0,101,0,19,98034,0
2014,1090,3,2,225,1693,2,0,0,4,224,0,87,0,3,98007,0
2014,1125,4,2,281,2914,2,0,0,3,280,0,86,0,42,98072,0
2014,39,3,1,50,2672,1,0,0,3,53,0,66,13,7,98014,0
2014,622,3,2,113,167,2,0,0,3,92,13,103,0,16,98027,0
2014,316,3,1,248,902,1,0,0,3,94,115,35,20,35,98178,0
2014,1301,4,2,311,2292,2,0,0,3,311,0,98,50,33,98075,0
2014,1245,4,2,333,2903,2,0,0,3,333,0,96,0,31,98053,0
2014,416,4,2,191,1681,1,0,0,4,192,0,78,44,14,98023,0
2014,1010,3,2,195,419,2,0,0,3,196,0,98,50,19,98033,0
2014,293,3,2,197,986,2,0,0,3,198,0,93,0,21,98038,0
2014,725,3,2,273,2099,2,0,0,3,272,0,94,0,36,98155,0
2014,366,2,1,44,2342,1,0,0,3,48,0,49,42,35,98106,0
2014,636,3,1,127,2243,1,0,0,5,130,0,67,0,16,98027,0
2014,147,2,1,103,3011,1,0,0,3,107,0,40,41,31,98053,0
2014,1245,4,3,302,1380,2,0,0,3,301,0,106,0,35,98133,0
2014,253,6,2,224,1641,1,0,0,3,223,0,77,48,1,98002,0
2014,1169,4,3,244,2319,2,0,3,3,150,73,94,0,19,98033,0
2014,866,3,2,300,2867,2,0,0,5,299,0,78,0,3,98005,0
2014,866,3,2,483,2678,2,0,0,3,472,0,92,0,19,98033,0
2014,688,3,2,111,579,1,0,0,3,115,0,107,0,31,98053,0
2014,1485,5,3,524,902,2,0,2,3,394,177,106,0,16,98027,0
2014,467,4,2,224,543,2,0,0,3,223,0,114,0,35,98146,0
2014,866,5,4,523,1551,2,0,2,3,411,161,105,0,19,98033,0
2014,1527,3,4,431,2297,2,0,3,3,406,18,109,0,19,98034,0
2014,1561,4,3,423,1584,1,0,1,3,288,122,107,0,19,98033,0
2014,1010,3,3,184,72,2,0,0,3,140,37,107,0,16,98029,0
2014,539,3,2,126,65,3,0,0,3,128,0,109,0,35,98103,0
2014,845,4,2,360,2772,2,0,0,4,359,0,83,0,18,98042,0
2014,428,3,2,157,1179,2,0,0,3,161,0,94,0,32,98055,0
2014,1538,4,3,382,2781,2,0,0,3,380,0,83,53,19,98033,0
2014,293,1,0,70,2373,1,0,0,5,38,30,62,0,12,98022,0
2014,73,3,1,34,772,1,0,0,3,37,0,69,58,9,98042,0
2014,1308,4,2,322,2543,2,0,0,3,321,0,98,50,33,98075,0
2014,866,3,2,349,2275,1,0,2,4,171,143,66,0,3,98004,0
2014,577,2,1,27,378,1,0,0,3,29,0,18,0,35,98107,0
2014,1339,4,2,244,1420,2,0,0,4,243,0,87,0,3,98006,0
2014,528,2,1,55,2485,1,0,0,3,58,0,77,48,42,98072,0
2014,1125,3,1,202,2252,1,0,0,4,99,76,84,0,31,98052,0
2014,885,2,1,129,215,1,0,0,4,26,83,4,0,35,98109,0
2014,1062,4,1,330,2875,1,0,3,3,125,156,50,49,32,98056,0
2014,1473,3,1,145,661,2,0,0,3,149,0,7,27,35,98119,0
2014,1090,3,1,142,726,1,0,0,5,56,66,8,0,35,98115,0
2014,725,4,3,357,1670,2,0,0,3,257,82,90,53,18,98031,0
2014,380,3,1,239,1276,1,0,0,3,238,0,76,0,11,98019,0
2014,1096,4,2,299,2417,1,0,3,3,157,112,81,57,10,98198,0
2014,137,3,1,38,902,1,0,0,2,41,0,56,0,35,98146,0
2014,284,2,1,31,11,2,0,0,3,34,0,105,0,35,98115,0
2014,729,3,2,117,187,2,0,0,3,63,39,107,0,35,98136,0
2014,366,6,2,199,2059,1,0,0,4,199,0,43,0,32,98056,0
2014,541,3,1,62,504,1,0,4,4,65,0,22,0,10,98198,0
2014,214,2,1,41,1587,1,0,0,4,44,0,59,0,6,98166,0
2014,419,3,2,63,2016,1,0,0,5,67,0,78,0,27,98045,0
2014,374,4,1,222,1456,1,0,0,5,108,85,42,0,35,98168,0
2014,905,2,1,314,2951,1,1,4,3,126,144,48,47,14,98023,0
2014,175,2,1,21,2113,1,0,0,2,22,0,38,0,35,98146,0
2014,1173,4,1,298,1585,1,0,2,3,103,146,54,49,35,98118,0
2014,608,3,1,81,1219,1,0,0,4,85,0,56,0,3,98008,0
2014,621,4,2,347,1441,2,0,0,3,347,0,91,0,14,98023,0
2014,39,2,1,29,1966,1,0,0,3,32,0,54,49,35,98168,0
2014,235,4,2,275,1204,2,0,0,3,157,90,98,50,1,98092,0
2014,1009,4,2,244,1471,1,0,0,4,114,101,77,0,3,98006,0
2014,1547,4,3,401,1725,1,0,4,4,207,156,76,36,3,98008,0
2014,199,4,2,132,1419,1,0,0,3,56,59,67,55,14,98003,0
2014,418,2,1,57,874,1,0,2,5,60,0,49,0,35,98178,0
2014,475,3,1,57,932,1,0,0,5,60,0,51,0,35,98125,0
2014,880,4,2,141,702,2,0,0,3,145,0,7,27,35,98107,0
2014,866,3,2,318,2210,2,0,3,4,311,3,87,0,19,98033,0
2014,507,3,1,77,1381,1,0,0,3,81,0,66,13,19,98034,0
2014,73,2,1,104,589,1,0,0,3,40,54,22,52,32,98057,0
2014,650,3,1,53,967,1,0,0,3,56,0,42,43,35,98136,0
2014,349,4,2,45,2031,1,0,0,5,49,0,78,0,27,98045,0
2014,1464,4,3,371,2071,1,0,0,3,226,119,63,44,31,98052,0
2014,1568,6,4,542,3056,2,0,0,3,444,186,96,0,16,98029,0
2014,728,3,3,177,198,2,0,0,3,114,50,108,0,35,98136,0
2014,73,4,1,156,1215,1,0,0,3,54,77,62,47,34,98168,0
2014,1208,3,2,191,366,1,0,0,4,65,98,16,0,35,98103,0
2014,866,3,1,138,1174,1,0,0,3,63,57,73,57,35,98112,0
2014,1140,4,2,359,2364,1,0,0,3,175,147,77,48,33,98074,0
2014,850,5,2,225,1812,1,0,0,3,94,100,78,0,42,98077,0
2014,54,2,2,69,265,2,0,0,3,74,0,98,50,35,98106,0
2014,1378,4,2,251,902,1,0,0,5,111,109,50,0,35,98107,0
2014,642,2,1,9,2076,1,0,0,3,9,0,83,53,4,98010,0
2014,1189,4,2,278,2523,2,0,0,3,277,0,96,0,25,98059,0
2014,1077,4,3,218,1504,1,0,0,4,103,85,68,0,31,98052,0
2014,1479,4,2,205,487,1,0,0,3,205,0,12,44,35,98107,0
2014,1169,4,2,314,2238,2,0,0,3,314,0,99,0,33,98075,0
2014,1122,4,2,328,1460,2,0,0,3,328,0,100,0,38,98065,0
2014,596,2,2,78,37,2,0,0,3,58,16,111,0,35,98144,0
2014,1158,4,1,231,1130,1,0,1,4,69,122,47,32,19,98033,0
2014,729,3,2,222,2413,1,0,0,3,65,119,82,0,31,98053,0
2014,1538,4,2,335,2254,1,0,0,4,335,0,88,0,3,98004,0
2014,521,2,1,55,194,2,0,0,3,58,0,79,58,35,98144,0
2014,1516,4,3,467,2556,2,0,0,3,457,0,96,0,33,98075,0
2014,419,3,2,48,9,2,0,0,3,28,20,107,0,35,98117,0
2014,511,4,2,201,434,2,0,0,3,201,0,114,0,14,98003,0
2014,455,4,3,348,956,2,0,0,3,348,0,105,0,18,98042,0
2014,671,3,2,182,1186,1,0,0,4,184,0,106,0,34,98188,0
2014,420,3,2,94,118,3,0,0,3,98,0,110,0,35,98125,0
2014,1539,4,3,429,805,2,0,0,3,424,0,107,0,16,98029,0
2014,866,4,5,517,1984,2,0,0,3,494,0,108,0,3,98004,0
2014,534,3,1,97,13,3,0,0,3,101,0,108,0,35,98103,0
2014,366,5,2,300,902,2,0,0,3,299,0,106,0,35,98108,0
2014,596,5,3,253,628,2,0,0,3,252,0,113,3,35,98118,0
2014,1181,3,2,258,562,2,0,0,3,257,0,110,0,31,98053,0
2014,525,3,2,85,34,3,0,0,3,89,0,105,0,35,98103,0
2014,249,3,2,128,412,2,0,0,3,131,0,111,0,1,98002,0
2014,520,1,1,6,112,2,0,0,3,6,0,108,0,35,98122,0
2014,725,2,2,125,188,2,0,0,3,84,29,107,0,35,98144,0
2014,801,3,1,146,490,1,0,0,4,75,54,39,33,35,98117,0
2014,1,1,0,3,716,1,0,0,2,3,0,12,0,7,98014,0
2014,1349,4,2,248,1820,2,0,0,4,247,0,91,0,3,98006,0
2014,134,3,1,43,1830,1,0,0,5,47,0,82,0,12,98022,0
2014,432,3,1,179,1098,1,0,2,3,68,85,52,52,35,98118,0
2014,1507,4,3,409,879,1,0,3,3,202,166,67,55,35,98199,0
2014,1461,4,2,270,1725,1,0,0,5,134,105,76,0,3,98006,0
2014,1010,5,2,427,2502,2,0,0,3,422,0,91,0,14,98023,0
2014,1186,3,1,80,419,1,0,0,5,84,0,26,0,35,98116,0
2014,147,2,1,89,2175,1,0,0,4,92,0,75,0,30,98051,0
2014,748,4,2,248,2199,2,0,0,3,247,0,102,0,32,98059,0
2014,68,2,1,89,2893,1,0,0,5,92,0,58,0,1,98001,0
2014,377,2,1,25,2330,1,0,0,4,26,0,46,33,42,98077,0
2014,173,4,2,166,2852,1,0,0,3,82,63,70,58,18,98042,0
2014,645,3,1,253,2264,2,0,0,3,252,0,11,30,27,98045,0
2014,841,3,1,85,298,1,0,0,3,89,0,10,58,35,98115,0
2014,922,2,1,147,1025,1,0,0,4,70,59,41,42,35,98136,0
2014,998,3,2,268,785,2,0,0,3,267,0,92,0,32,98056,0
2014,37,3,1,150,1613,1,0,0,3,154,0,55,49,35,98146,0
2014,945,3,1,147,391,1,0,0,3,47,77,92,0,35,98115,0
2014,948,1,0,29,2952,1,0,0,3,32,0,99,0,38,98065,0
2014,1538,3,4,476,2878,2,0,0,5,465,0,83,0,31,98052,0
2014,1125,3,2,278,1937,1,0,0,3,277,0,84,0,33,98074,0
2014,1485,5,3,378,1261,2,0,0,3,376,0,99,0,3,98007,0
2014,586,5,1,211,1549,1,0,0,4,94,85,42,26,36,98133,0
2014,1159,4,2,229,851,1,0,0,3,78,114,51,38,35,98109,0
2014,602,3,1,165,836,1,0,0,4,78,65,42,26,35,98126,0
2014,964,3,2,223,1308,2,0,0,3,222,0,94,0,31,98052,0
2014,772,3,2,129,512,2,0,0,3,132,0,23,26,35,98115,0
2014,812,4,2,254,2609,1,0,0,3,253,0,67,55,42,98072,0
2014,1207,4,2,274,2816,2,0,0,4,273,0,87,0,33,98075,0
2014,1086,3,2,184,289,1,0,0,5,111,60,26,0,35,98103,0
2014,692,3,1,63,1863,1,0,0,4,67,0,63,0,31,98052,0
2014,1081,2,1,52,589,1,0,0,3,33,20,24,55,35,98109,0
2014,103,4,1,95,2146,1,0,0,3,99,0,66,13,32,98055,0
2014,652,3,2,127,229,2,0,0,3,130,0,105,0,16,98029,0
2014,731,4,1,170,1812,1,0,0,4,53,87,66,0,3,98006,0
2014,293,4,1,180,2448,2,0,0,3,182,0,79,58,14,98003,0
2014,679,3,2,142,1833,1,0,0,3,146,0,83,53,19,98034,0
2014,1007,4,2,390,2283,1,0,2,3,222,139,65,26,6,98166,0
2014,866,4,3,375,1392,1,0,3,3,175,157,88,44,35,98117,0
2014,1284,3,2,249,1715,2,0,0,3,248,0,84,0,31,98052,0
2014,1101,3,1,78,1462,1,0,0,4,82,0,51,43,3,98004,0
2014,997,4,3,311,3050,2,0,0,4,311,0,87,0,1,98092,0
2014,247,3,1,139,1287,1,0,0,3,93,32,88,44,21,98038,0
2014,1184,4,4,235,967,1,0,0,5,153,65,40,0,35,98116,0
2014,1482,4,2,312,2315,1,0,0,3,113,149,52,52,8,98004,0
2014,1371,4,3,462,3043,2,0,0,3,453,0,93,0,1,98092,0
2014,22,3,1,58,2016,1,0,0,3,61,0,67,55,1,98001,0
2014,819,3,1,139,1613,1,0,0,3,77,45,73,57,31,98052,0
2014,866,4,3,477,2153,2,0,3,3,338,142,90,53,23,98040,0
2014,1147,3,1,139,481,1,0,0,5,44,73,26,0,35,98117,0
2014,513,3,1,50,2111,1,0,0,4,53,0,47,32,36,98155,0
2014,468,4,2,157,1566,1,0,0,4,84,55,83,0,32,98058,0
2014,1460,3,3,450,3053,1,0,3,3,443,0,100,0,1,98092,0
2014,750,4,2,274,1998,1,0,0,4,89,136,65,0,16,98027,0
2014,808,3,1,64,810,1,0,0,4,68,0,25,15,35,98136,0
2014,866,4,3,506,3035,2,0,0,3,484,0,103,0,31,98053,0
2014,366,2,1,93,1358,1,0,2,3,96,0,47,56,35,98178,0
2014,1200,4,2,134,1075,1,0,0,3,138,0,51,38,35,98102,0
2014,1001,3,1,110,702,1,0,0,4,61,36,19,29,35,98115,0
2014,197,4,1,114,1673,1,0,0,3,117,0,43,46,35,98146,0
2014,1357,4,2,389,1174,2,0,0,3,387,0,105,0,31,98053,0
2014,762,3,2,140,1623,1,0,0,3,144,0,87,44,32,98056,0
2014,953,4,1,168,702,1,0,0,4,45,93,51,43,35,98115,0
2014,6,2,1,8,1276,1,0,0,3,8,0,43,46,35,98178,0
2014,1062,3,2,146,603,1,0,0,3,150,0,31,0,35,98117,0
2014,893,2,2,66,1516,1,0,0,3,70,0,24,53,19,98033,0
2014,590,2,1,27,1002,1,0,2,3,29,0,40,40,35,98115,0
2014,804,3,1,89,298,1,0,0,5,32,52,19,4,35,98115,0
2014,617,4,2,257,1165,2,0,0,3,256,0,93,0,32,98058,0
2014,237,3,2,120,1542,1,0,0,3,123,0,84,0,18,98031,0
2014,1189,3,2,165,1800,1,0,0,4,94,52,66,0,3,98006,0
2014,998,3,2,170,1714,1,0,0,5,172,0,59,0,3,98006,0
2014,1100,3,1,123,475,1,0,0,3,52,54,47,56,35,98107,0
2014,464,4,2,223,926,1,0,2,4,111,85,65,0,35,98178,0
2014,539,3,2,84,125,3,0,0,3,88,0,106,0,35,98103,0
2014,173,2,1,66,214,1,0,0,3,53,11,107,0,35,98126,0
2014,1052,3,2,139,74,3,0,4,3,120,14,108,0,35,98103,0
2014,525,3,2,77,80,3,0,0,3,81,0,107,0,35,98103,0
2014,581,2,2,22,156,2,0,0,3,23,0,106,0,35,98122,0
2014,572,4,1,184,1746,1,0,0,5,96,67,79,0,27,98045,0
2014,842,3,1,98,337,1,0,0,3,103,0,24,55,35,98103,0
2014,866,5,4,492,583,3,1,4,3,479,0,104,47,33,98075,0
2014,866,4,4,531,2972,2,0,0,3,500,0,98,50,7,98014,0
2014,903,2,1,50,560,1,0,0,5,53,0,24,10,35,98115,0
2014,199,3,1,83,1112,1,0,0,3,87,0,94,0,21,98038,0
2014,889,3,2,156,865,2,0,0,4,160,0,89,0,16,98029,0
2014,504,4,1,287,1924,2,0,0,3,286,0,96,0,1,98092,0
2014,99,2,1,19,1174,1,0,0,5,20,0,43,0,32,98058,0
2014,752,3,2,260,577,2,0,0,3,259,0,107,0,38,98065,0
2014,1392,4,2,408,1128,2,0,0,3,403,0,105,0,33,98075,0
2014,432,4,3,281,394,1,0,3,3,145,108,84,0,34,98188,0
2014,92,3,1,130,1562,1,0,0,3,134,0,91,0,12,98022,0
2014,1207,3,3,328,2704,1,0,0,3,171,125,81,57,31,98052,0
2014,349,3,2,129,537,2,0,0,3,132,0,103,0,21,98038,0
2014,526,3,2,139,1249,1,0,0,5,143,0,55,0,36,98133,0
2014,296,3,1,66,702,1,0,0,3,70,0,60,56,35,98106,0
2014,801,2,1,296,2588,1,0,0,4,134,125,76,36,11,98019,0
2014,1447,3,2,212,2790,1,0,0,4,211,0,89,0,42,98072,0
2014,568,3,2,162,507,2,0,0,3,166,0,101,0,36,98155,0
2014,500,4,2,208,474,2,0,0,3,207,0,109,0,32,98058,0
2014,62,3,1,66,1642,1,0,0,3,70,0,72,46,1,98001,0
2014,595,3,1,149,1711,1,0,0,4,70,60,56,0,17,98028,0
2014,820,2,1,69,902,1,0,0,4,36,31,42,26,35,98115,0
2014,840,4,2,153,973,2,0,0,3,157,0,78,0,35,98118,0
2014,951,3,1,75,377,1,0,0,4,79,0,24,0,35,98107,0
2014,397,3,1,82,141,3,0,0,3,86,0,104,47,35,98125,0
2014,436,2,1,35,1328,1,0,0,3,38,0,42,43,35,98177,0
2014,539,3,1,54,1728,1,0,0,3,57,0,54,49,35,98125,0
2014,741,3,1,142,2286,1,0,0,4,146,0,61,45,17,98028,0
2014,539,3,1,130,1781,1,0,0,3,134,0,54,49,36,98177,0
2014,1538,4,2,321,1174,1,0,3,3,120,152,21,50,35,98144,0
2014,1225,4,3,330,487,1,0,3,3,187,112,13,58,35,98144,0
2014,1062,3,1,172,1343,1,0,0,4,174,0,83,0,16,98027,0
2014,265,3,2,111,1347,1,0,0,4,52,47,83,0,18,98031,0
2014,581,3,1,111,1638,1,0,0,3,115,0,73,57,19,98034,0
2014,438,3,1,166,2235,2,0,0,3,169,0,70,58,42,98072,0
2014,47,2,1,72,1755,1,0,0,3,76,0,18,0,35,98178,0
2014,866,4,3,340,878,2,0,0,5,249,72,27,0,35,98112,0
2014,1284,5,2,377,751,2,0,0,3,375,0,104,47,33,98075,0
2014,650,2,1,117,935,1,0,0,2,120,0,40,0,35,98115,0
2014,1372,4,2,289,1174,1,0,0,3,104,139,52,57,19,98033,0
2014,1484,4,2,235,2037,2,0,0,3,234,0,78,0,3,98004,0
2014,660,3,1,186,1456,1,0,0,4,93,72,49,29,36,98133,0
2014,644,4,2,315,1745,2,0,0,3,271,34,79,58,32,98058,0
2014,1277,3,2,171,648,1,0,0,5,53,88,51,0,35,98117,0
2014,866,4,3,448,2288,2,0,3,3,441,0,100,0,23,98040,0
2014,253,3,2,140,1429,1,0,0,3,144,0,103,0,28,98047,0
2014,1315,2,2,175,785,1,0,0,3,177,0,2,0,35,98112,0
2014,432,3,1,162,2297,1,0,0,4,166,0,83,0,18,98042,0
2014,495,4,2,240,967,1,0,0,4,108,102,41,42,18,98030,0
